OBJECTID;Activate;Address;PosicionSTR;Ligth;Name;NoAvailable;number;TotalBases;State;POINT_X;POINT_Y
1;1;Calle Miguel Moya nº 1,;-3.7056899999999997 40.4204;0;2 - Metro Callao;0;2;27;IN_SERVICE;-3,70569;40,4204
2;1;Plaza Conde Surchill, 4 ,;-3.7072537000000003 40.4303223;1;3 - Plaza Conde Suchil;0;3;19;IN_SERVICE;-3,7072537;40,4303223
3;1;Calle Manuela Malasaña nº 3,;-3.7025 40.4286259;0;4 - Malasaña;0;4;27;IN_SERVICE;-3,7025;40,4286259
4;1;Calle Fuencarral nº 106,;-3.7021354 40.4285212;0;5 - Fuencarral;0;5;27;IN_SERVICE;-3,7021354;40,4285212
5;1;Calle de Hortaleza, 53,;-3.699023 40.423178;0;6 - Colegio de Arquitectos;0;6;19;IN_SERVICE;-3,699023;40,423178
6;1;Calle Hortaleza nº 75,;-3.6977715000000004 40.4251906;0;7 - Hortaleza, 75;0;7;19;IN_SERVICE;-3,6977715;40,4251906
7;1;Plaza de Alonso Martínez nº 6,;-3.6954403000000005 40.4278682;1;8 - Metro Alonso Martínez;0;8;24;IN_SERVICE;-3,6954403;40,4278682
8;1;Plaza de San Miguel nº 10,;-3.7095084 40.4156057;1;9 - Plaza de San Miguel;0;9;24;IN_SERVICE;-3,7095084;40,4156057
9;1;Calle Marqués de la Ensenada (junto a edif, Centro Colón),;-3.6921040000000005 40.425403;2;10 - Marqués de la Ensenada;0;10;23;IN_SERVICE;-3,692104;40,425403
10;1;Calle San Andrés nº 18 - 20,;-3.7036 40.427;0;11 - Plaza del Dos de Mayo;0;11;23;IN_SERVICE;-3,7036;40,427
11;1;Calle San Bernardo nº 85 - 87,;-3.7061405999999995 40.4284667;2;12 - San Hermenegildo;0;12;27;IN_SERVICE;-3,7061406;40,4284667
12;1;Calle Conde Duque nº 22,;-3.7104999999999997 40.4273;2;13 - Conde Duque;0;13;23;IN_SERVICE;-3,7105;40,4273
13;1;Ventura Rodríguez, 3,;-3.7133069 40.4260425;0;14 - Ventura Rodríguez;0;14;27;IN_SERVICE;-3,7133069;40,4260425
14;1;Calle norte nº 10,;-3.7074453 40.4262383;0;15 - Norte;0;15;19;IN_SERVICE;-3,7074453;40,4262383
15;1;Calle San Bernardo nº 22,;-3.7074808485065 40.4229374;0;16 - San Bernardo;0;16;19;IN_SERVICE;-3,707480849;40,4229374
16;1;Calle de la Madera, 10,;-3.7050511289749055 40.4228028680601;0;17 - Plaza de Carlos Cambronero;0;17;19;IN_SERVICE;-3,705051129;40,42280287
17;1;Plaza de Pedro Zerolo nº 20,;-3.6996776 40.4209251;0;18 - Plaza de Pedro Zerolo;0;18;24;IN_SERVICE;-3,6996776;40,4209251
18;1;Calle Prim nº 4,;-3.6954982999999997 40.4218616;2;19 - Prim;0;19;28;IN_SERVICE;-3,6954983;40,4218616
19;1;Calle Alcalá nº 48,;-3.6952465 40.4188076;2;20 - Banco de España;0;20;27;IN_SERVICE;-3,6952465;40,4188076
20;1;Plaza de Santo Domingo nº 1,;-3.708249 40.4202595;2;23 - Santo Domingo;0;23;24;IN_SERVICE;-3,708249;40,4202595
21;1;Calle Carlos III nº 1,;-3.7106495 40.417767;0;24 - Palacio de Oriente;0;24;18;IN_SERVICE;-3,7106495;40,417767
22;1;Plaza de Celenque nº 1,;-3.7057791 40.4173703;0;25A - Plaza de Celenque A;0;25A;24;IN_SERVICE;-3,7057791;40,4173703
23;1;Plaza de Celenque nº 1,;-3.7058976 40.4173687;0;25B - Plaza de Celenque B;0;25B;24;IN_SERVICE;-3,7058976;40,4173687
24;1;Plaza de las Salesas nº 2,;-3.6945 40.4239;0;26 - Plaza de las Salesas;0;26;27;IN_SERVICE;-3,6945;40,4239
25;1;Calle Jesús nº 6,;-3.6957000000000004 40.4133;0;27 - Huertas;0;27;27;IN_SERVICE;-3,6957;40,4133
26;1;Calle del Marqués de Cubas nº 25,;-3.6957434000000005 40.4163838;0;29 - Marqués de Cubas;0;29;23;IN_SERVICE;-3,6957434;40,4163838
27;1;Calle Pavía nº 4,;-3.711504 40.4192095;0;30 - San Quintín;0;30;27;IN_SERVICE;-3,711504;40,4192095
28;1;Calle Mayor nº 16,;-3.7068969 40.4163638;2;31 - Mayor;0;31;27;IN_SERVICE;-3,7068969;40,4163638
29;1;Calle Imperial, 3,;-3.7066362890417137 40.41466783910054;2;32 - Plaza de la Provincia;0;32;23;IN_SERVICE;-3,706636289;40,41466784
30;1;Calle Carretas nº 3,;-3.7032264 40.4165363;0;33 - Puerta del Sol;0;33;23;IN_SERVICE;-3,7032264;40,4165363
31;1;Plaza de Jacinto Benavente,;-3.7036883000000005 40.4145422;0;34 - Jacinto Benavente;0;34;24;IN_SERVICE;-3,7036883;40,4145422
32;1;Calle del Dr. Letamendi, 3,;-3.710062961307532 40.41369072326586;0;35 - Doctor Letamendi, 3;0;35;23;IN_SERVICE;-3,710062961;40,41369072
33;1;calle de Noblejas nº1,;-3.7121509999999995 40.416876;1;36 - Plaza Ramales;0;36;19;IN_SERVICE;-3,712151;40,416876
34;1;Calle de Calatrava, 38,;-3.7134820000000004 40.41022;1;37 - Calatrava, 38;0;37;23;IN_SERVICE;-3,713482;40,41022
35;1;Carrera de San Francisco enfrente del nº 2 ,;-3.7115898000000005 40.4113586;2;38 - Plaza de los Carros;0;38;27;IN_SERVICE;-3,7115898;40,4113586
36;1;Plaza de la Cebada nº 3,;-3.7088337 40.4112744;0;39 - Plaza de la Cebada;0;39;31;IN_SERVICE;-3,7088337;40,4112744
37;1;Calle Conde de Romanones, 10,;-3.704953887500373 40.413148899341536;0;40 - Conde de Romanones;0;40;23;IN_SERVICE;-3,704953888;40,4131489
38;1;Calle Atocha nº 56,;-3.6991147000000004 40.4122047;2;41 - Metro Antón Martín;0;41;19;IN_SERVICE;-3,6991147;40,4122047
39;1;Calle Santa Isabel 32,;-3.6982922 40.4108488;2;42 - Santa Isabel;0;42;27;IN_SERVICE;-3,6982922;40,4108488
40;1;Calle Jesús y María, 38 ,;-3.7024709999999996 40.4100387;2;43 - Jesús y María;0;43;18;IN_SERVICE;-3,702471;40,4100387
41;1;Plaza Nelson Mandela, 44 ,;-3.7038640533106597 40.40979071254635;0;44 - Plaza de Nelson Mandela;0;44;19;IN_SERVICE;-3,703864053;40,40979071
42;1;Puerta de Toledo 1 ,;-3.7111033999999994 40.4068659;0;45 - Metro Puerta de Toledo;0;45;19;IN_SERVICE;-3,7111034;40,4068659
43;1;Calle Ribera de Curtidores nº 28,;-3.7071258999999994 40.4053153;1;46 - Ribera de Curtidores;0;46;27;IN_SERVICE;-3,7071259;40,4053153
44;1;Glorieta de Embajadores, 7 ,;-3.7027998 40.4045772;0;47 - Renfe/Cercanías Embajadores;0;47;24;IN_SERVICE;-3,7027998;40,4045772
45;1;Calle Juan Sebastián Elcano  2,;-3.701321 40.4040433;0;48 - Juan Sebastián Elcano;0;48;23;IN_SERVICE;-3,701321;40,4040433
46;1;Ronda de Atocha nº 34,;-3.6992774 40.4060533;1;49 - Casa Encendida;0;49;27;IN_SERVICE;-3,6992774;40,4060533
47;1;Calle Argumosa, 30,;-3.6960397999999994 40.4073541;0;50 - Museo Reina Sofía;0;50;23;IN_SERVICE;-3,6960398;40,4073541
48;1;Ronda de Atocha (esquina con Plaza del Emperador Carlos V),;-3.6934856312828 40.40775564657782;2;51 - Ronda de Atocha;0;51;27;IN_SERVICE;-3,693485631;40,40775565
49;1;Plaza de Santa Ana nº 10,;-3.7008558000000003 40.4144689;2;52 - Plaza de Santa Ana;0;52;15;IN_SERVICE;-3,7008558;40,4144689
50;1;Plazuela de Ana Diosdado,;-3.700754126389314 40.40830870823806;2;53 - Plaza de Lavapiés;0;53;24;IN_SERVICE;-3,700754126;40,40830871
51;1;Calle Barceló nº 9,;-3.700392997553259 40.426599101766264;0;54 - Metro Tribunal;0;54;19;IN_SERVICE;-3,700392998;40,4265991
52;1;Plaza de San Ildefonso nº4,;-3.7020842 40.4239757;0;55 - Plaza de San Ildefonso;0;55;24;IN_SERVICE;-3,7020842;40,4239757
53;1;Calle Abada, 2,;-3.7039032999999995 40.4190322;0;56 - Plaza del Carmen ;0;56;24;IN_SERVICE;-3,7039033;40,4190322
54;1;Calle Santa Cruz del Marcenado nº 26,;-3.7126299 40.4295658;0;57 - Santa Cruz de Marcenado;0;57;23;IN_SERVICE;-3,7126299;40,4295658
55;1;Calle Augusto Figueroa nº 33,;-3.6978583000000005 40.4222783;0;58 - Metro Chueca;0;58;27;IN_SERVICE;-3,6978583;40,4222783
56;1;Calle Espíritu Santo nº 30,;-3.7043418 40.4255495;3;59 - Plaza de Juan Pujol;1;59;19;NOT_IN_SERVICE;-3,7043418;40,4255495
57;1;Calle Valenzuela, 3,;-3.689098056552884 40.418852490562614;0;60 - Puerta de Alcalá;0;60;24;IN_SERVICE;-3,689098057;40,41885249
58;1;Calle O Donnell nº 30,;-3.6753139 40.4214551;0;61 - O Donnell - Narváez;0;61;27;IN_SERVICE;-3,6753139;40,4214551
59;1;Calle O Donnell nº 48,;-3.6724968 40.4213148;0;62 - Hospital M. Infantil Gregorio Marañón;0;62;27;IN_SERVICE;-3,6724968;40,4213148
60;1;Calle Ibiza nº 64,;-3.6708958999999997 40.4179237;0;63 - Hospital Gral. Uni. Gregorio Marañón;0;63;23;IN_SERVICE;-3,6708959;40,4179237
61;1;Calle Antonio Maura nº 13,;-3.6894247979427686 40.4167014469994;0;65 - Parque del Retiro - Calle Antonio Maura;0;65;24;IN_SERVICE;-3,689424798;40,41670145
62;1;Calle de Almadén, 38,;-3.693225 40.4108472;0;67 - CaixaForum Madrid;0;67;23;IN_SERVICE;-3,693225;40,4108472
63;1;Calle Espalter nº 3,;-3.6913231999999994 40.4127692;2;68 - Espalter - Ruiz de Alarcón;0;68;19;IN_SERVICE;-3,6913232;40,4127692
64;1;Avenida de Alfonso XII nº 54,;-3.688822 40.409808;0;69 - Parque del Retiro - Puerta Ángel Caído;0;69;27;IN_SERVICE;-3,688822;40,409808
65;1;Avenida de Menéndez Pelayo nº 63,;-3.677872542327878 40.415382385574716;0;70 - Hospital Uni. Infantil Niño Jesús;0;70;27;IN_SERVICE;-3,677872542;40,41538239
66;1;Calle Doce de Octubre nº 28,;-3.6739 40.4161;0;71 - Plaza del Doctor Laguna;0;71;23;IN_SERVICE;-3,6739;40,4161
67;1;Calle Doctor Esquerdo nº 99,;-3.66921107969284 40.41591276326391;0;72 - Metro Sáinz de Baranda;0;72;23;IN_SERVICE;-3,66921108;40,41591276
68;1;Calle de los Astros, nº5 ,;-3.6687 40.4115;2;73 - Plaza de los Astros;0;73;23;IN_SERVICE;-3,6687;40,4115
69;1;Avenida de Menéndez Pelayo nº 69,;-3.6765887637889834 40.41206290978386;0;74 - Parque Retiro - Jardines Cecilio Rguez;0;74;27;IN_SERVICE;-3,676588764;40,41206291
70;1;Avenida Menéndez pelayo (esquina con calle Poeta Esteban Villegas),;-3.6784749 40.4082717;1;75 - Parque del Retiro - Plaza Mariano Cavia;0;75;27;IN_SERVICE;-3,6784749;40,4082717
71;1;Avenida del Mediterráneo nº 19,;-3.6751020000000003 40.407271;1;76 - Avenida del Mediterráneo, 19;0;76;24;IN_SERVICE;-3,675102;40,407271
72;1;Plaza del Conde de Casal nº 8,;-3.6707132 40.4064784;2;77 - Plaza del Conde de Casal;0;77;18;IN_SERVICE;-3,6707132;40,4064784
73;1;Calle Cerro de la Plata nº 4,;-3.674524060049444 40.40063747422422;0;78 - Metro Pacífico;0;78;27;IN_SERVICE;-3,67452406;40,40063747
74;1;Avenida de Menéndez Pelayo nº 38,;-3.680439824323069 40.405110193977585;1;79 - Metro Menéndez Pelayo;0;79;27;IN_SERVICE;-3,680439824;40,40511019
75;1;Calle Claudio Moyano, nº5 ,;-3.691833220071059 40.40934261188139;0;81 - Cuesta de Moyano;0;81;24;IN_SERVICE;-3,69183322;40,40934261
76;1;Calle Lira, nº1 ,;-3.6697526 40.4084556;2;82 - Doctor Esquerdo - Metro Conde de Casal;0;82;23;IN_SERVICE;-3,6697526;40,4084556
77;1;Calle Pío Baroja nº8,;-3.6744795 40.4132995;0;83 - Pío Baroja;0;83;23;IN_SERVICE;-3,6744795;40,4132995
78;1;Calle Doctor Esquerdo nº 191,;-3.672481575393678 40.40357156992851;2;84 - Biblioteca Pública Elena Fortún;0;84;23;IN_SERVICE;-3,672481575;40,40357157
79;1;Avenida de Menéndez Pelayo, 9,;-3.6798909999999996 40.4213143;0;85 - Parque del Retiro - Puerta de O´Donnell;0;85;27;IN_SERVICE;-3,679891;40,4213143
80;1;Paseo del Prado, 1B ,;-3.6933498 40.4186516;0;86 - Cibeles;0;86;24;IN_SERVICE;-3,6933498;40,4186516
81;1;Calle Ayala nº 46,;-3.6832565999999995 40.427736;0;87 - Ayala - Velázquez;0;87;23;IN_SERVICE;-3,6832566;40,427736
82;1;Calle Velázquez, 73 ,;-3.6838303 40.4313576;2;88 - Velázquez-Padilla;0;88;23;IN_SERVICE;-3,6838303;40,4313576
83;1;Calle Ayala nº 104,;-3.6752024 40.4272582;0;89 - Ayala - Conde de Peñalver;0;89;23;IN_SERVICE;-3,6752024;40,4272582
84;1;Calle Goya, 20 ,;-3.6838415999999996 40.4251493;0;90 - Metro Velázquez;0;90;27;IN_SERVICE;-3,6838416;40,4251493
85;1;Calle Hermosilla nº 71,;-3.6786285 40.426049;0;91 - Hermosilla - General Pardiñas;0;91;23;IN_SERVICE;-3,6786285;40,426049
86;1;Calle Claudio Coello, 43 ,;-3.6865463 40.4262945;0;92 - Claudio Coello - Hermosilla;0;92;23;IN_SERVICE;-3,6865463;40,4262945
87;1;Calle Goya (esquina calle Marqués de Zurgeña),;-3.6893361690338162 40.42575853342561;0;93 - Plaza de Margaret Thatcher;0;93;23;IN_SERVICE;-3,689336169;40,42575853
88;1;Paseo de Recoletos nº 20,;-3.6907560000000004 40.4232153;0;94 - Estación de tren de Recoletos;0;94;23;IN_SERVICE;-3,690756;40,4232153
89;1;Calle Claudio Coello nº 19,;-3.6869293000000005 40.4225428;0;95 - Claudio Coello - Villanueva;0;95;23;IN_SERVICE;-3,6869293;40,4225428
90;1;Calle Alcalá nº 111,;-3.682204798770403 40.42201515498424;0;96 - Alcalá - Castelló;0;96;27;IN_SERVICE;-3,682204799;40,42201516
91;1;Avenida Menéndez Pelayo (esquina calle Alcalá),;-3.6802556 40.4225364;2;97 - Metro Príncipe de Vergara;0;97;27;IN_SERVICE;-3,6802556;40,4225364
92;1;Calle Narváez, 3 ,;-3.6757676 40.4241325;0;98 - Plaza de Felipe II;0;98;24;IN_SERVICE;-3,6757676;40,4241325
93;1;Calle Alcántara, 4 ,;-3.6740178 40.4260391;0;99 - Alcántara - Hermosilla;0;99;23;IN_SERVICE;-3,6740178;40,4260391
94;1;Calle Goya nº 99,;-3.6738400000000007 40.42478;2;100 - Wizink Center;0;100;27;IN_SERVICE;-3,67384;40,42478
95;1;Calle Jorge Juán, 129 ,;-3.6696803999999994 40.4230771;0;101 - Metro O Donnell;0;101;24;IN_SERVICE;-3,6696804;40,4230771
96;1;Calle Alcalá nº 95,;-3.6842317 40.4211845;0;102 - Metro Retiro;0;102;23;IN_SERVICE;-3,6842317;40,4211845
97;1;Calle José Ortega y Gasset, 6 ,;-3.6867439999999996 40.43053;0;103 - Ortega y Gasset - Serrano;0;103;23;IN_SERVICE;-3,686744;40,43053
98;1;Paseo de la Castellana nº 4,;-3.6895799999999994 40.42677;0;104 - Castellana - Hermosilla;0;104;23;IN_SERVICE;-3,68958;40,42677
99;1;Calle Serrano nº 46,;-3.6875418000000004 40.4270832;0;105 - Serrano, 46;0;105;23;IN_SERVICE;-3,6875418;40,4270832
100;1;Calle Serrano nº 32,;-3.6878899999999994 40.424776;2;106B - Plaza de Colón B;0;106B;19;IN_SERVICE;-3,68789;40,424776
101;1;Calle Serrano nº 8,;-3.6883841104507464 40.42156087297841;0;107 - Serrano - Conde de Aranda;0;107;23;IN_SERVICE;-3,68838411;40,42156087
102;1;Calle Mártires Concepcionistas nº 2,;-3.6706519999999996 40.427402;2;108 - Mártires Concepcionistas - Alcalá;0;108;27;IN_SERVICE;-3,670652;40,427402
103;1;Calle José Ortega y Gasset nº 30,;-3.6814521000000004 40.4301245;2;109 - Marqués de Salamanca;0;109;23;IN_SERVICE;-3,6814521;40,4301245
104;1;Paseo de Moret nº 1,;-3.7201021 40.434745;0;110 - Intercambiador de Moncloa;0;110;23;IN_SERVICE;-3,7201021;40,434745
105;1;Calle Arcipreste de Hita nº 8,;-3.7175248000000005 40.4336027;2;111A - Metro Moncloa A;0;111A;23;IN_SERVICE;-3,7175248;40,4336027
106;1;Calle Arcipreste de Hita nº 12,;-3.7177433999999994 40.433913;2;111B - Metro Moncloa B;0;111B;23;IN_SERVICE;-3,7177434;40,433913
107;1;Paseo Moret, 9 ,;-3.7247360000000005 40.4326901;0;112 - Paseo de Moret - Parque del Oeste;0;112;23;IN_SERVICE;-3,724736;40,4326901
108;1;Paseo del Pintor Rosales frente al nº 38,;-3.7207263 40.427538;2;113 - Teleférico Madrid - Estación Rosales;0;113;24;IN_SERVICE;-3,7207263;40,427538
109;1;Calle Quintana nº 13,;-3.7174631000000002 40.4278379;1;114 - Quintana - Juan Álvarez de Mendizábal;0;114;23;IN_SERVICE;-3,7174631;40,4278379
110;1;Paseo de Pintor Rosales (esquina Marqués de Cerralbo),;-3.7170515055225373 40.42531476841791;0;115 - Ferraz - Templo de Debod;0;115;23;IN_SERVICE;-3,717051506;40,42531477
111;1;Plaza de España nº16,;-3.7130447 40.4236775;2;116A - Plaza de España - Martín de los Heros;0;116A;18;IN_SERVICE;-3,7130447;40,4236775
112;1;Calle de los Reyes, nº10,;-3.71046 40.423684;0;116B - Metro Plaza de España;0;116B;18;IN_SERVICE;-3,71046;40,423684
113;1;Calle Altamirano nº 24,;-3.7188898000000004 40.4309797;1;117 - Altamirano  - Martín de los Heros;0;117;23;IN_SERVICE;-3,7188898;40,4309797
114;1;Calle Juan Martínez el empeciado (esquina calle Bustamante) ,;-3.6882407 40.400781;1;118 - OFICINA DEL SER, APR Y BICIREGISTRO;0;118;23;IN_SERVICE;-3,6882407;40,400781
115;1;Calle Méndez Álvaro nº 11,;-3.6862652999999996 40.4012905;2;119 - Méndez Álvaro;0;119;23;IN_SERVICE;-3,6862653;40,4012905
116;1;Calle Palos de la Frontera nº 27,;-3.6948251018524214 40.403090451430614;0;120 - Metro Palos de la Frontera;0;120;27;IN_SERVICE;-3,694825102;40,40309045
117;1;Paseo de Santa María de la Cabeza nº 58,;-3.6986027000000004 40.4017487;1;121 - Glorieta de Santa María de la Cabeza;0;121;27;IN_SERVICE;-3,6986027;40,4017487
118;1;Calle Santa Engracia nº 14,;-3.6963659 40.4295362;0;122 - Santa Engracia - Zurbarán;0;122;23;IN_SERVICE;-3,6963659;40,4295362
119;1;Calle Guzmán el Bueno nº 2,;-3.7133412 40.4306458;2;123 - Metro Argüelles;0;123;27;IN_SERVICE;-3,7133412;40,4306458
120;1;Calle Manuel Silvela nº 20,;-3.6993695 40.430969;0;124 - Metro Bilbao;0;124;27;IN_SERVICE;-3,6993695;40,430969
121;1;Calle Fernández de la Hoz nº 29,;-3.6948 40.4353;0;125 - Fdez. de la Hoz - Gral. Martínez Campos;0;125;27;IN_SERVICE;-3,6948;40,4353
122;1;Calle del General Álvarez de Castro, 6 ,;-3.7018044 40.4345976;0;126 - General Álvarez de Castro;0;126;27;IN_SERVICE;-3,7018044;40,4345976
123;1;Calle Fernando el Católico nº 19,;-3.708439 40.4338516;2;127 - Mercado Municipal de Vallehermoso;0;127;27;IN_SERVICE;-3,708439;40,4338516
124;1;Calle Cea Bermúdez nº 59,;-3.7155501460158344 40.43898707086967;0;128 - Metro Islas Filipinas;0;128;27;IN_SERVICE;-3,715550146;40,43898707
125;1;Calle de José Abascal, 33-35 ,;-3.6982353 40.4383865;2;129 - Metro Alonso Cano;0;129;27;IN_SERVICE;-3,6982353;40,4383865
126;1;Calle de Santa Engracia, 129 ,;-3.7016399999999994 40.44156;0;130 - Metro Ríos Rosas;0;130;23;IN_SERVICE;-3,70164;40,44156
127;1;Calle Bravo Murillo nº 44,;-3.7040312299999996 40.4417884;2;131 - Plaza de Juan Zorrilla;0;131;23;IN_SERVICE;-3,70403123;40,4417884
128;1;Calle Santa Engracia, 164 ,;-3.703605250412747 40.446377501314885;0;132 - Glorieta de Cuatro Caminos;0;132;27;IN_SERVICE;-3,70360525;40,4463775
129;1;Calle Dulcinea, 3 ,;-3.7001669 40.447125;0;133 - Raimundo Fdez. Villaverde - Dulcinea;0;133;24;IN_SERVICE;-3,7001669;40,447125
130;1;Calle María de Guzmán nº 58,;-3.6955687 40.4441818;0;134 - María de Guzmán - Agustín de Betancourt;0;134;23;IN_SERVICE;-3,6955687;40,4441818
131;1;Plaza de San Juan de la Cruz, 10 ,;-3.692734 40.441481;0;135 - Plaza de San Juan de la Cruz;0;135;23;IN_SERVICE;-3,692734;40,441481
132;1;Paseo de la Castellana nº 106,;-3.690769 40.4451244;2;136 - Metro Nuevos Ministerios;0;136;23;IN_SERVICE;-3,690769;40,4451244
133;1;Plaza de la republica argentina, 7 ,;-3.6853377000000003 40.4454477;1;137 - Plaza de la República Argentina;0;137;24;IN_SERVICE;-3,6853377;40,4454477
134;1;Paseo de la Castellana, 63 ,;-3.6914063 40.4457414;2;138 - Estación de tren Nuevos Ministerios;0;138;23;IN_SERVICE;-3,6914063;40,4457414
135;1;Calle Pedro de Valdivia, 2 ,;-3.690419307270818 40.43939562033124;2;139 - José Gutiérrez Abascal - Castellana;0;139;24;IN_SERVICE;-3,690419307;40,43939562
136;1;Calle Velázquez, 134 ,;-3.6830583 40.4387566;0;140 - Velázquez - López de Hoyos;0;140;27;IN_SERVICE;-3,6830583;40,4387566
137;1;Paseo de la Castellana nº 43,;-3.6893917 40.4354047;0;141 - Plaza de Emilio Castelar;0;141;12;IN_SERVICE;-3,6893917;40,4354047
138;1;Paseo de la Castellana nº 42,;-3.6879154 40.4334087;2;142 - Bajo elevado de Eduardo Dato;0;142;23;IN_SERVICE;-3,6879154;40,4334087
139;1;Calle General Pardiñas, 58 ,;-3.6783015999999997 40.4289804;0;186 - General Pardiñas - Don Ramón de la Cruz;0;186;23;IN_SERVICE;-3,6783016;40,4289804
140;1;Calle de Juan Bravo, 51 ,;-3.675556 40.4324081;0;144 - Metro Diego de León;0;144;27;IN_SERVICE;-3,675556;40,4324081
141;1;Calle Ortega y Gasset nº 87,;-3.6712823 40.429887;0;145 - Ortega y Gasset 87;0;145;23;IN_SERVICE;-3,6712823;40,429887
142;1;Calle de María Francisca, 3,;-3.6788499 40.4442541;0;146 - María Francisca, 3;0;146;19;IN_SERVICE;-3,6788499;40,4442541
143;1;Avenida del Doctor Arce nº 45,;-3.6794000000000002 40.4484;0;147 - Doctor Arce 45;0;147;23;IN_SERVICE;-3,6794;40,4484
144;1;Calle Serrano nº 210,;-3.6813971 40.451117;0;148 - Serrano 210;0;148;23;IN_SERVICE;-3,6813971;40,451117
145;1;Paseo de la Habana nº 42,;-3.6879303 40.4498515;1;149 - Plaza de Quito;0;149;22;IN_SERVICE;-3,6879303;40,4498515
146;1;Calle Orense nº 12,;-3.695359265012366 40.44881224951987;2;151 - Orense 12;0;151;27;IN_SERVICE;-3,695359265;40,44881225
147;1;Avenida del General Perón, 4 ,;-3.6989 40.4525;0;152 - General Perón, 4;0;152;23;IN_SERVICE;-3,6989;40,4525
148;1;Avenida del General Perón, 36 ,;-3.6935999999999996 40.4523;0;153 - General Perón - Poeta Joan Maragall;0;153;23;IN_SERVICE;-3,6936;40,4523
149;1;Calle Orense nº 36,;-3.6946218 40.4548456;2;154 - Orense 36;0;154;24;IN_SERVICE;-3,6946218;40,4548456
150;1;Calle San Germán nº 57,;-3.700930190178302 40.4573342300643;2;155 - San Germán 57;0;155;23;IN_SERVICE;-3,70093019;40,45733423
151;1;Calle Sor Ángela de la Cruz nº 2,;-3.691533 40.4592351;2;156 - Sor Ángela de la Cruz-Paseo Castellana;0;156;24;IN_SERVICE;-3,691533;40,4592351
152;1;Avenida de Alberto Alcocer nº 22,;-3.684715 40.4585318;0;158 - Alberto Alcocer - Padre Damián;0;158;23;IN_SERVICE;-3,684715;40,4585318
153;1;Paseo de la Habana nº 63,;-3.6835925999999994 40.4543852;0;159 - Paseo de la Habana 63;0;159;23;IN_SERVICE;-3,6835926;40,4543852
154;1;Calle Colombia, 11 ,;-3.6763439 40.4572466;0;160 - Metro Colombia;0;160;24;IN_SERVICE;-3,6763439;40,4572466
155;1;Paseo de la Florida nº 8,;-3.7220993214090403 40.422192474165534;0;161 - Intercambiador de Príncipe Pío A;0;161;27;IN_SERVICE;-3,722099321;40,42219247
156;1;Paseo de los Olmos, 26 ,;-3.7105765 40.4034968;1;162 - Metro Pirámides;0;162;23;IN_SERVICE;-3,7105765;40,4034968
157;1;Paseo de la Esperanza, 2A ,;-3.7064450000000004 40.4037586;1;163 - Metro Acacias;0;163;19;IN_SERVICE;-3,706445;40,4037586
158;1;Paseo de las Delicias nº 94,;-3.69461 40.39723;1;164 - Paseo de las Delicias - Tomás Bretón;0;164;27;IN_SERVICE;-3,69461;40,39723
159;1;Paseo de la Chopera frente 51 ,;-3.697596 40.392888;1;165 - Entrada Matadero - Paseo de la Chopera;0;165;43;IN_SERVICE;-3,697596;40,392888
160;1;Calle Segovia nº 26,;-3.713377023313513 40.41390473235381;2;166 - Viaducto de Segovia;0;166;26;IN_SERVICE;-3,713377023;40,41390473
