OBJECTID;Activate;Address;PosicionSTR;Ligth;Name;NoAvailable;number;TotalBases;State;POINT_X;POINT_Y
319;1;Paseo de la Florida, 37,;-3.72317757 40.42276114;0;305 - Intercambiador de Príncipe Pío B;0;305;23;IN_SERVICE;-3,72317757;40,42276114
320;1;Avenida Del Santo Ángel de la Guarda, 6 ,;-3.7121965 40.4617959;0;306 - Centro Deportivo Mpal Fernando Martín;0;306;23;IN_SERVICE;-3,7121965;40,4617959
321;1;Calle Serrano Galvache 1,;-3.6679379 40.471382;0;486 - Serrano Galvache - Arturo Soria;0;486;23;IN_SERVICE;-3,6679379;40,471382
322;1;Calle de Puertollano, 4-2 ,;-3.6237372 40.4425157;0;502 - Puertollano - Veinticinco de Septiembre;0;502;23;IN_SERVICE;-3,6237372;40,4425157
323;1;Calle Gallegos 27,;-3.6102747000000006 40.40240379;0;462 - Gallegos - Lavadero Viejo;0;462;27;IN_SERVICE;-3,6102747;40,40240379
324;1;Calle Arroyo del Olivar, 63,;-3.653269 40.388435;2;421 - Arroyo del Olivar - Buenos Aires;0;421;24;IN_SERVICE;-3,653269;40,388435
325;1;Calle Manuel Uribe, 1,;-3.66503419 40.46434131;0;487 - Manuel Uribe - Arturo Soria;0;487;23;IN_SERVICE;-3,66503419;40,46434131
326;1;422 - Travesia de Palomeras, 7,;-3.6705179 40.39017003;1;422 - Travesia de Palomeras, 7;0;422;24;IN_SERVICE;-3,6705179;40,39017003
327;1;Avenida de Entrevias, 56,;-3.6685501300000003 40.38138801;0;423 - Estación de tren Asamblea de Madrid;0;423;24;IN_SERVICE;-3,66855013;40,38138801
328;1;Camino de Valderribas, 47,;-3.663958 40.4002231;1;424 - Camino de Valderribas, 47;0;424;24;IN_SERVICE;-3,663958;40,4002231
329;1;Calle Ramón Pérez de Ayala, 40,;-3.65381017 40.40003472;2;425 - Ramón Perez Ayala - Pque. Cerro Tío Pío;0;425;24;IN_SERVICE;-3,65381017;40,40003472
330;1;Calle Humanes, 3,;-3.64932678 40.3952121;0;426 - Humanes - Benjamín Palencia;0;426;24;IN_SERVICE;-3,64932678;40,3952121
331;1;Calle de los Andaluces, 2,;-3.64148304 40.3914244;2;427 - Andaluces, 2;0;427;24;IN_SERVICE;-3,64148304;40,3914244
332;1;Avenida La Albufera, 136 ,;-3.6570999999999994 40.3919;0;428 - Estadio de Vallecas;0;428;24;IN_SERVICE;-3,6571;40,3919
333;1;Calle Manuel Noya, 29 ,;-3.7117979 40.3853787;1;393 - Manuel Noya , 29;0;393;24;IN_SERVICE;-3,7117979;40,3853787
334;1;Serrano Galvache, 56,;-3.67144504 40.47675257;2;489 - Serrano Galvache - Yerma;0;489;24;IN_SERVICE;-3,67144504;40,47675257
335;1;Calle Hermanos García Nobleza (esquina Plaza del Reloj Solar) ,;-3.62888094 40.42427523;2;490 - Hnos.García Noblejas-FcoLargo Caballero;0;490;24;IN_SERVICE;-3,62888094;40,42427523
336;1;Calle Ricardo Ortiz, 33,;-3.6579643900000005 40.42657032;1;488 - Ricardo Ortiz, 33;0;488;24;IN_SERVICE;-3,65796439;40,42657032
337;1;Calle Bacares, 20 ,;-3.6626902900000005 40.47675499;2;525 - Metro Manoteras;0;525;24;IN_SERVICE;-3,66269029;40,47675499
338;1;Calle de San Roman del Valle, 20,;-3.623466935545257 40.42309928573645;1;504 - Biblioteca Pública Municipal San Blas;0;504;24;IN_SERVICE;-3,623466936;40,42309929
339;1;Calle Zaldivar, 19 ,;-3.62650373 40.43209033;2;503 - Zaldívar - Valdecanillas;0;503;24;IN_SERVICE;-3,62650373;40,43209033
340;1;Calle Arroyo Bueno, 53 ,;-3.7109850000000004 40.349111;1;404 - Junta Municipal Distrito de Villaverde;0;404;27;IN_SERVICE;-3,710985;40,349111
341;1;Calle Mercedes Arteaga, 21,;-3.7222175704754585 40.39251608002938;1;353 - Mercedes Arteaga, 21;0;353;24;IN_SERVICE;-3,72221757;40,39251608
342;1;Calle de la Vía, 56 ,;-3.7182338 40.3854641;2;355 - Intercambiador de Plaza Elíptica;0;355;24;IN_SERVICE;-3,7182338;40,3854641
343;1;Calle Francisco Tejada, 1 ,;-3.739615781020349 40.40937950320982;0;326 - Metro Alto de Extremadura;0;326;24;IN_SERVICE;-3,739615781;40,4093795
344;1;Calle El Greco, 27 ,;-3.7472615299999994 40.40741199;1;327 - El Greco, 27 - C. Cultural El Greco;0;327;24;IN_SERVICE;-3,74726153;40,40741199
345;1;Calle del Arroyo Belincoso, 26,;-3.6525660400000004 40.40991083;2;458 - Metro Vinateros;0;458;24;IN_SERVICE;-3,65256604;40,40991083
346;1;Avenida Moratalaz, 33 ,;-3.66000272 40.40750626;2;459 - Moratalaz;0;459;24;IN_SERVICE;-3,66000272;40,40750626
347;1;Corregidor licenciado Antonio de Mena, sn,;-3.6408 40.4099;1;461 - Plaza Corregidor Ldo. Antonio de Mena;0;461;24;IN_SERVICE;-3,6408;40,4099
348;1;Calle Portalegre, 9 ,;-3.72364769 40.38937686;1;356 - Portalegre - Tinamús;0;356;24;IN_SERVICE;-3,72364769;40,38937686
349;1;Avenida Monforte de Lemos, 123,;-3.70997335 40.47810429;2;572 - Junta Mpal. Dtto. Fuencarral - El Pardo;0;572;24;IN_SERVICE;-3,70997335;40,47810429
350;1;Calle Melchor Fernandez Almagro, 16,;-3.69962571 40.47772776;1;573 - Melchor Fernández Almagro - Villa Marín;0;573;24;IN_SERVICE;-3,69962571;40,47772776
351;1;Ginzo de Limia, 36,;-3.703526 40.47817;2;575 - Metro Barrio del Pilar;0;575;24;IN_SERVICE;-3,703526;40,47817
352;1;Calle Chantada, 14,;-3.7106779999999997 40.472695;1;574 - Chantada;0;574;24;IN_SERVICE;-3,710678;40,472695
353;1;Paseo de Federico García Lorca, 2 ,;-3.62144691 40.3795035;3;440 - Metro Villa de Vallecas;1;440;18;NOT_IN_SERVICE;-3,62144691;40,3795035
354;1;Calle Seis (esquina con Avenida Quinta),;-3.5965029500000005 40.44845033;2;507 - Seis - Sexta;0;507;24;IN_SERVICE;-3,59650295;40,44845033
355;1;Calle Rosario Pino, 17 ,;-3.6919324599999994 40.46204955;0;299 - Rosario Pino - Joan Maragall;0;299;24;IN_SERVICE;-3,69193246;40,46204955
356;1;Calle Capitan Blanco Argibay, 112 ,;-3.7031881999999996 40.4667435;2;300 - Capitan Blanco Argibay - Alfalfa;0;300;24;IN_SERVICE;-3,7031882;40,4667435
357;1;Calle Muller, 34 ,;-3.69837565 40.46518187;2;301 - Muller - Capitan Blanco Argibay;0;301;24;IN_SERVICE;-3,69837565;40,46518187
358;1;Gran Avenida, 27,;-3.70760649 40.36997711;0;396 - Gran Avenida, 27;0;396;24;IN_SERVICE;-3,70760649;40,36997711
359;1;Calle Periana, 24 ,;-3.6876580500000005 40.36672327;1;394 - Periana, 24;0;394;24;IN_SERVICE;-3,68765805;40,36672327
360;1;Calle Moreja, 30 ,;-3.6983803799999997 40.36809336;0;397 - Centro Deportivo Municipal Orcasur;0;397;24;IN_SERVICE;-3,69838038;40,36809336
361;1;Calle Bohemios, 1 ,;-3.6939009999999994 40.356536;2;399 - Bohemios - Gigantes y Cabezudos;0;399;24;IN_SERVICE;-3,693901;40,356536
362;1;Calle Torremolinos, 1 ,;-3.6417899899999995 40.38500948;2;430 - Torremolinos - Rafael Alberti;0;430;24;IN_SERVICE;-3,64178999;40,38500948
363;1;Calle Ariel, 11 ,;-3.6797017663398797 40.393023802369754;1;269 - Ariel - Parque Enrique Tierno Galván;0;269;24;IN_SERVICE;-3,679701766;40,3930238
364;1;Calle Esteban Collantes 63,;-3.6376629999999994 40.432883;2;491 - Esteban Collantes - José Arcones Gil;0;491;24;IN_SERVICE;-3,637663;40,432883
365;1;Calle Velacho Alto, 4-16 ,;-3.6592688399999997 40.47250314;2;527 - Velacho Alto - Trinquete;0;527;24;IN_SERVICE;-3,65926884;40,47250314
366;1;Plaza del Liceo (esquina con Calle Silvano) ,;-3.64441924 40.45754368;0;526 - Plaza del Liceo;0;526;24;IN_SERVICE;-3,64441924;40,45754368
367;1;Calle Estación de Canfrac, 18 ,;-3.6634 40.3969;0;431 - Puerto Canfranc, 18;0;431;24;IN_SERVICE;-3,6634;40,3969
368;1;Calle Carlos Martín Álvarez, 38 ,;-3.6635 40.3895;1;429 - Carlos M. Alvarez - Javier de Miguel;0;429;23;IN_SERVICE;-3,6635;40,3895
369;1;Calle del Sorbe , 20,;-3.7132091699999994 40.3898701;1;357 - Sorbe - Baleares;0;357;24;IN_SERVICE;-3,71320917;40,3898701
370;1;Calle Teresa López Valcarcel (esquina calle Teniente Coronel Noreña),;-3.69328771 40.38862908;1;270 - Teresa L. Valcárcel - Tte. Cnel. Noreña;0;270;24;IN_SERVICE;-3,69328771;40,38862908
371;1;Calle Arturo Soria (esquina con calle Jazmín),;-3.6684167 40.47636724;0;493 - Arturo Soria - San Luis;0;493;23;IN_SERVICE;-3,6684167;40,47636724
372;1;Calle Villalobos, 28 ,;-3.6507603700000004 40.38161669;1;433 - Villalobos, 28;0;433;24;IN_SERVICE;-3,65076037;40,38161669
373;1;Calle Alan Turing, 2 ,;-3.62713659 40.3901675;2;436 - Campus Sur UPM;0;436;24;IN_SERVICE;-3,62713659;40,3901675
374;1;Calle Charleroi, 1 ,;-3.6321937200000005 40.38191654;1;434 - Charleroi - Cocherón de la Villa;0;434;24;IN_SERVICE;-3,63219372;40,38191654
375;1;Calle Albarracin, sn,;-3.6325164100000005 40.43397327;0;506 - Albarracín - Julián Camarillo;0;506;24;IN_SERVICE;-3,63251641;40,43397327
376;1;Calle Castillo de Ucles, 37,;-3.62306578 40.4315255;2;505 - Castillo de Uclés, 37;0;505;24;IN_SERVICE;-3,62306578;40,4315255
377;1;Calle San Claudio, 150 ,;-3.63953994 40.38902883;0;435 - San Claudio;0;435;24;IN_SERVICE;-3,63953994;40,38902883
378;0;Calle Alcala  (acera de tránsito peatonal),;-3.6096010400000003 40.44910362;3;508-old - Alcala  (acera de tránsito peatonal);1;508-old;0;END_OF_LIFE;-3,60960104;40,44910362
379;1;Paseo de la Dirección, 330, (enfrente) ,;-3.703955 40.4702445774;1;302 - Ps. Dirección B - Pque A. Rguez Sahagún;0;302;24;IN_SERVICE;-3,703955;40,47024458
380;1;Calle Casalarreina, 18,;-3.612318798052458 40.40939089860396;2;463 - Casalarreina, 18;0;463;24;IN_SERVICE;-3,612318798;40,4093909
381;1;Avenida de Daroca 321,;-3.61283416 40.40634029;0;464 - Univ. Rey Juan Carlos - Campus Madrid;0;464;24;IN_SERVICE;-3,61283416;40,40634029
382;1;Paseo de los Gigantes y Cabezudos, 4,;-3.69399661 40.36064659;0;400 - Metro Ciudad de los Ángeles;0;400;24;IN_SERVICE;-3,69399661;40,36064659
383;1;Calle San Restituto, 74,;-3.71693008 40.46588016;1;307 - Metro Valdezarza;0;307;24;IN_SERVICE;-3,71693008;40,46588016
384;1;Paseo de la Dirección, 161,;-3.7080850848120277 40.46778929738312;3;303 - Ps. Dirección A - Pque A. Rguez Sahagún;1;303;0;NOT_IN_SERVICE;-3,708085085;40,4677893
385;1;Avenida El Ferrol, 18,;-3.70510525 40.47431313;0;576 - El Ferrol, 18;0;576;24;IN_SERVICE;-3,70510525;40,47431313
386;1;Avenida de Monforte de Lemos, 103,;-3.70566914 40.47899993;1;577 - Monforte de Lemos - Plaza de Mondariz;0;577;24;IN_SERVICE;-3,70566914;40,47899993
387;1;Calle Ofelia Nieto, 75,;-3.7087339999999998 40.462051;1;309 - Ofelia Nieto - Villaamil;0;309;24;IN_SERVICE;-3,708734;40,462051
388;1;Calle María Auxiliadora, 1 ,;-3.7134614699999995 40.45772941;2;308 - María Auxiliadora - Francos Rodríguez;0;308;24;IN_SERVICE;-3,71346147;40,45772941
389;1;Avenida de Guadalajara, 101,;-3.6134619899999993 40.42218968;0;510 - Metro Avenida de Guadalajara;0;510;24;IN_SERVICE;-3,61346199;40,42218968
390;1;Calle Aquitania, 31,;-3.61726728 40.41912347;0;511 - Aquitania 31;0;511;27;IN_SERVICE;-3,61726728;40,41912347
391;1;Calle de los Aparejadores, 24,;-3.61537023 40.42667885;0;512 - Semilla - Aparejadores;0;512;24;IN_SERVICE;-3,61537023;40,42667885
392;1;Avenida de Niza, 9,;-3.6064541399999994 40.4271211;2;513 - Centro Deportivo Mpal. Pepu Hernández;0;513;27;IN_SERVICE;-3,60645414;40,4271211
393;1;Calle Maria Sevilla Diago, 5,;-3.6109507700000005 40.43283006;1;514 - María Sevilla Diago;0;514;24;IN_SERVICE;-3,61095077;40,43283006
394;1;Avenida de Hellin, 13,;-3.61579967 40.43091667;1;515 - Avenida de Hellin, 13;0;515;24;IN_SERVICE;-3,61579967;40,43091667
395;1;Calle de El Toboso, 115,;-3.7363397 40.3929901;0;359 - El Toboso - Zaida;0;359;23;IN_SERVICE;-3,7363397;40,3929901
396;1;Avenida Nuestra Señora de Fatima, 34,;-3.7470882000000003 40.3840155;0;360 - Ntra. Sra. Fátima - Ntra. Sra. de Luz;0;360;23;IN_SERVICE;-3,7470882;40,3840155
397;1;Avenida de Abrantes, 106 ,;-3.73266666 40.37734672;2;361 - Metro Pan Bendito;0;361;23;IN_SERVICE;-3,73266666;40,37734672
398;1;Avenida Santa Eugenia,1 ,;-3.6094815299999996 40.38600753;0;441 - Estación de tren de Santa Eugenia;0;441;24;IN_SERVICE;-3,60948153;40,38600753
399;1;Avenida de Santa Eugenia con Calle Zauzar,;-3.60463 40.38305936;2;442 - Santa Eugenia - Zazuar;0;442;27;IN_SERVICE;-3,60463;40,38305936
400;1;Calle Fuentespina, 33,;-3.6072475500000003 40.37941487;2;443 - Fuentespina, 33;0;443;24;IN_SERVICE;-3,60724755;40,37941487
401;1;Calle Hilario Herránz Establos , 36,;-3.7266379999999995 40.372839;1;362 - Hilario Herranz Establos, 36;0;362;27;IN_SERVICE;-3,726638;40,372839
402;1;Calle Rioja, 13,;-3.5881514300000004 40.45746674;0;557 - Metro Alameda de Osuna;0;557;24;IN_SERVICE;-3,58815143;40,45746674
403;1;Calle Francisco Suárez, 28 ,;-3.6799441599999994 40.46437817;0;290 - Francisco Suárez - Paseo de La Habana;0;290;23;IN_SERVICE;-3,67994416;40,46437817
404;1;Calle López de Hoyos, 478,;-3.649843 40.47175;0;529 - Lopez de Hoyos , 478;0;529;23;IN_SERVICE;-3,649843;40,47175
405;1;Calle de los Emigrantes, 15,;-3.6378834900000006 40.4685745;0;530 - Metro Mar de Cristal;0;530;27;IN_SERVICE;-3,63788349;40,4685745
406;1;Calle de Santa Virgilia, 6,;-3.6450740999999995 40.4768782;0;531 - Metro Parque de Santa María;0;531;18;IN_SERVICE;-3,6450741;40,4768782
407;1;Avenida Barranquilla, 17 ,;-3.6395164 40.47490194;0;532 - Metro San Lorenzo;0;532;24;IN_SERVICE;-3,6395164;40,47490194
408;1;Avenida de San Luis, 23,;-3.6551145499999995 40.47148748;0;533 - San Luis, 23;0;533;23;IN_SERVICE;-3,65511455;40,47148748
409;1;Calle Serrano nº 32,;-3.687807 40.424924;2;106A - Plaza de Colón A;0;106A;19;IN_SERVICE;-3,687807;40,424924
410;1;Calle de la Isla Graciosa, 2,;-3.6862657 40.49262243;2;582 - Isla Graciosa - Isla de Java;0;582;24;IN_SERVICE;-3,6862657;40,49262243
411;1;Calle de Angel Mugica, 3,;-3.68529048 40.48468297;2;583 - Ángel Múgica - Marcos de Orueta;0;583;24;IN_SERVICE;-3,68529048;40,48468297
412;1;Avenida Monasterio de Silos, 63A,;-3.6960334500000003 40.50501029;0;584 - Metro Montecarmelo;0;584;24;IN_SERVICE;-3,69603345;40,50501029
413;1;Calle Molins de Rey, 8,;-3.69374813 40.4954662;1;585 - Metro Fuencarral;0;585;24;IN_SERVICE;-3,69374813;40,4954662
414;1;Calle Caldas de Estrach, 14,;-3.6974724999999995 40.4963916;0;586 - Caldas Estrach - San Cugat del Vallés;0;586;23;IN_SERVICE;-3,6974725;40,4963916
415;1;Calle Mesena, 102 ,;-3.6634063399999994 40.46772408;0;534 - Mesena, 102;0;534;24;IN_SERVICE;-3,66340634;40,46772408
416;1;Calle de las Delicias, 41 ,;-3.6909183100000003 40.40381914;0;273 - Delicias - General Lacy;0;273;19;IN_SERVICE;-3,69091831;40,40381914
417;1;Calle Costa Brava, 14,;-3.7086574400000005 40.49892399;2;587 - Metro Paco de Lucía;0;587;27;IN_SERVICE;-3,70865744;40,49892399
418;1;Av. del Campo de Calatrava, 17,;-3.69112254 40.50052161;0;588 - Campo Calatrava - Rda Ingenioso Hidalgo;0;588;27;IN_SERVICE;-3,69112254;40,50052161
419;1;Avenida Monasterio de Silos, 37,;-3.70290315 40.50340494;0;589 - Monast. Silos - Monast. Montesclaros;0;589;24;IN_SERVICE;-3,70290315;40,50340494
420;1;Calle Ramón Power, 2 ,;-3.634999 40.463575;2;535 - Metro Canillas;0;535;27;IN_SERVICE;-3,634999;40,463575
421;1;Calle de Cebreros, 97 ,;-3.7521916999999996 40.4032379;2;328 - Cebreros, 97;0;328;23;IN_SERVICE;-3,7521917;40,4032379
422;1;Calle Alhambra, 56 ,;-3.7444520800000003 40.3988162;0;329 - Metro Laguna;0;329;23;IN_SERVICE;-3,74445208;40,3988162
423;1;Calle Duquesa de Parcent, 14 ,;-3.7447281 40.39500224;2;330 - Duquesa de Parcent - Marcelino Castillo;0;330;23;IN_SERVICE;-3,7447281;40,39500224
424;1;Calle Valmojado, 53 ,;-3.75757186 40.39649629;2;331 - Valmojado;0;331;24;IN_SERVICE;-3,75757186;40,39649629
425;1;Calle de los Yébenes, 159 ,;-3.75181704 40.39302789;0;332 - Los Yébenes, 159;0;332;23;IN_SERVICE;-3,75181704;40,39302789
426;1;Avenida de Oporto, 102,;-3.72987333 40.38745087;0;363 - Metro Oporto;0;363;23;IN_SERVICE;-3,72987333;40,38745087
427;1;Avenida de Oporto, 34,;-3.7237806400000006 40.38550735;1;364 - Metro Opañel;0;364;23;IN_SERVICE;-3,72378064;40,38550735
428;1;Calle de Boj, 5,;-3.6180818 40.4560204;2;536 - Boj;0;536;23;IN_SERVICE;-3,6180818;40,4560204
429;1;Avenida de Machupichu, 23,;-3.6257943900000003 40.45841466;1;537 - Plaza López de la Plata;0;537;27;IN_SERVICE;-3,62579439;40,45841466
430;1;Calle de Haendel, 8,;-3.6253213100000004 40.46275082;0;538 - Haendel, 8;0;538;27;IN_SERVICE;-3,62532131;40,46275082
431;1;Calle Illescas, 80,;-3.7562323 40.392175;2;333 - Illescas - Camarena;0;333;23;IN_SERVICE;-3,7562323;40,392175
432;1;Avenida Plaza de Toros, 3 ,;-3.7372590799999994 40.38537202;2;365 - Palacio Vistalegre Arena;0;365;23;IN_SERVICE;-3,73725908;40,38537202
433;1;Paseo de Marcelino Camacho, 53 ,;-3.7445210000000007 40.387737;0;366 - Metro Carabanchel;0;366;23;IN_SERVICE;-3,744521;40,387737
434;1;Avenida Alfonso XIII, 113,;-3.66790332 40.45866532;0;291 - Plaza José María Soler;0;291;23;IN_SERVICE;-3,66790332;40,45866532
435;1;Calle Pradillo, 33,;-3.6717937 40.44904126;2;292 - Centro Deportivo Municipal Pradillo;0;292;23;IN_SERVICE;-3,6717937;40,44904126
436;1;Arturo Soria, 332,;-3.666529 40.480694;0;494 - Metro Pinar de Chamartín;0;494;23;IN_SERVICE;-3,666529;40,480694
437;1;Calle Juan Ignacio Luca de Tena, 13 ,;-3.6311025499999996 40.44796778;0;516 - Juan Ignacio Luca Tena - Quinta Molinos;0;516;27;IN_SERVICE;-3,63110255;40,44796778
438;1;Calle Eugenia de Montijo, 57 ,;-3.7470606799999997 40.3791024;1;368 - Eugenia de Montijo;0;368;15;IN_SERVICE;-3,74706068;40,3791024
439;1;Calle de Avefria, 26,;-3.7308024999999994 40.38386939;1;370 - Avefría - Plaza de Tarifa;0;370;23;IN_SERVICE;-3,7308025;40,38386939
440;1;Calle Maria de Maeztu, 50,;-3.72757227 40.49093014;1;590 - Metro Arroyofresno;0;590;27;IN_SERVICE;-3,72757227;40,49093014
441;1;Calle de San Mariano, 52-60 ,;-3.61190481 40.44175279;1;517 - San Mariano - Circe;0;517;27;IN_SERVICE;-3,61190481;40,44175279
442;1;Calle Tampico, 71 ,;-3.6353449999999996 40.444569;2;518 - Tampico - Plaza Barbados;0;518;23;IN_SERVICE;-3,635345;40,444569
443;1;Calle Joaquin Turina, 49,;-3.7618199999999997 40.372458;1;371 - Joaquin Turina, 49;0;371;27;IN_SERVICE;-3,76182;40,372458
444;1;Calle Lonja de la Seda, 33,;-3.76158263 40.36612215;2;372 - Lonja de la Seda, 33;0;372;23;IN_SERVICE;-3,76158263;40,36612215
445;1;Calle Salvador Allende, 28 ,;-3.75787005 40.36277848;0;373 - Metro La Peseta;0;373;23;IN_SERVICE;-3,75787005;40,36277848
446;1;Calle del Dinero, 38,;-3.7501466 40.3625707;0;374 - Dinero - La Peseta;0;374;27;IN_SERVICE;-3,7501466;40,3625707
447;1;Calle Calderilla, 4,;-3.7385111400000004 40.36521132;0;375 - Calderilla, 4;0;375;27;IN_SERVICE;-3,73851114;40,36521132
448;1;Av.Ventisquero de la Condesa, 37,;-3.7162292099999994 40.49108225;0;591 - Metro Mirasierra;0;591;19;IN_SERVICE;-3,71622921;40,49108225
449;1;Calle de Gloria Fuertes, 180,;-3.7249527 40.4956969;2;592 - Estación de tren de Pitis;0;592;27;IN_SERVICE;-3,7249527;40,4956969
450;1;Calle del Pinzón, 111 ,;-3.7405438000000006 40.39229225;2;376 - Metro Carpetana;0;376;24;IN_SERVICE;-3,7405438;40,39229225
451;1;Avenida De Abrantes, 55 ,;-3.72783615 40.38091762;1;377 - Metro Abrantes;0;377;23;IN_SERVICE;-3,72783615;40,38091762
452;1;Calle Mota del Cuervo, 72 ,;-3.6313571499999995 40.4648762;1;539 - Mota del Cuervo;0;539;24;IN_SERVICE;-3,63135715;40,4648762
453;1;Calle Seseña, 93 ,;-3.76815631 40.39497294;0;334 - Metro Campamento;0;334;24;IN_SERVICE;-3,76815631;40,39497294
454;1;Plaza Patricio, 5 ,;-3.7705754100000006 40.39659757;0;335 - Cardaño, 10;0;335;24;IN_SERVICE;-3,77057541;40,39659757
455;1;Calle Troya, 11,;-3.61191521 40.43699597;1;519 - Troya, 11;0;519;24;IN_SERVICE;-3,61191521;40,43699597
456;1;Calle Eugenia de Montijo, 83,;-3.7509732999999996 40.37562288;2;378 - Eugenia de Montijo, 83;0;378;24;IN_SERVICE;-3,7509733;40,37562288
457;1;Calle Antonia Rodriguez Sacristan, 4,;-3.74765739 40.37313777;0;379 - Antonia Rodríguez Sacristán - Valeriana;0;379;24;IN_SERVICE;-3,74765739;40,37313777
458;1;Calle Caleruega, 14 ,;-3.6704759999999994 40.478611;2;495 - Caleruega;0;495;24;IN_SERVICE;-3,670476;40,478611
459;1;Calle Islas Cies, 27,;-3.7186906700000004 40.48027409;2;593 - Metro Avenida de la Ilustración;0;593;24;IN_SERVICE;-3,71869067;40,48027409
460;1;Calle Pedro Rico, 49,;-3.7039180000000003 40.48194;0;594 - Pedro Rico, 49;0;594;24;IN_SERVICE;-3,703918;40,48194
461;1;Avenida de Betanzos, 68,;-3.7132206 40.48178815;1;595 - Betanzos - Fermín Caballero;0;595;24;IN_SERVICE;-3,7132206;40,48178815
462;1;Calle del valle de pinares llanos, 36,;-3.7230042999999995 40.4854829;1;596 - Metro Lacoma;0;596;24;IN_SERVICE;-3,7230043;40,4854829
463;1;Calle Dulce Chacón, S/N ,;-3.6636484 40.4845596;2;540 - Estación de tren Fuente de la Mora;0;540;24;IN_SERVICE;-3,6636484;40,4845596
464;1;Calle Oliva de Plasencia, 1,;-3.7791518300000004 40.37850071;0;336 - Calle Oliva de Plasencia, 1;0;336;24;IN_SERVICE;-3,77915183;40,37850071
465;1;Calle Valmojado, 295,;-3.7604892299999997 40.38614104;1;337 - Metro Aluche;0;337;18;IN_SERVICE;-3,76048923;40,38614104
466;1;Calle Guareña, 22 ,;-3.7653391035306 40.386362337060476;0;338 - Guareña - Luis Chamizo;0;338;18;IN_SERVICE;-3,765339104;40,38636234
467;1;Avenida de las Aguilas , 110,;-3.78061952 40.38132642;0;339 - Estación de tren Las Águilas;0;339;24;IN_SERVICE;-3,78061952;40,38132642
468;1;Calle de la Foresta nº8,;-3.66777681 40.49853277;0;597 - Foresta, 8;0;597;23;IN_SERVICE;-3,66777681;40,49853277
469;1;Calle José Gutiérrez Maroto, 36 ,;-3.6050356400000005 40.36334587;2;445 - C. Deportivo Mpal. Juan de Dios Román;0;445;27;IN_SERVICE;-3,60503564;40,36334587
470;1;Calle La Cabrera, sn,;-3.7192044300000004 40.47223267;1;599 - Instalación Deportiva La Cabrera;0;599;27;IN_SERVICE;-3,71920443;40,47223267
471;1;Calle Fuente de Lima, 10,;-3.7833930099999997 40.38358975;2;343 - Metro Aviación Española;0;343;23;IN_SERVICE;-3,78339301;40,38358975
472;1;Calle Ocaña, 103,;-3.75292035 40.38586273;0;344 - Ocaña, 103;0;344;23;IN_SERVICE;-3,75292035;40,38586273
473;1;Paseo de Juan XXIII, 24,;-3.7169358999999997 40.448084;0;313 - Juan XXIII, 24;0;313;27;IN_SERVICE;-3,7169359;40,448084
474;1;Avenida Valladolid, 47D ,;-3.73068 40.42966;2;314 - Av. Valladolid - Parque de la Bombilla;0;314;27;IN_SERVICE;-3,73068;40,42966
475;1;Calle de Caroli, 10,;-3.784627 40.45862;2;315 - Caroli;0;315;23;IN_SERVICE;-3,784627;40,45862
